cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"27552","10064","1412619","2784920","1st Constitution Bank","Cranbury","NJ","8512","6/30/2017","5/19/2019","NM","2650 Route 130","1ST CONSTITUTION BANCORP","18","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","4/10/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.1stconstitution.com","758506","7707","766213","0","766213","501046","501046","116086","300535","133689","166846","9456","74969","0","","0","262125","0","747","0","0","149","598","2295","","0","0","2295","0","0","0","2999","2999","106192","9894","7707",""
"34393","0","2531562","2531553","1st Equity Bank","Skokie","IL","60076","6/30/2017","5/19/2019","NM","3956 West Dempster Street","FIRST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.1stequitybank.net","83829","1040","84869","4","84873","69905","69905","581","22089","9841","12248","23381","23854","0","","0","14889","","79","0","0","0","79","0","","0","0","0","0","0","","1184","1033","581","0","993",""
"57611","0","3203996","3203987","1st Equity Bank Northwest","Buffalo Grove","IL","60089","6/30/2017","5/19/2019","NM","1330 Dundee Road","NORTHWEST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","32229","390","32619","2","32621","30956","30956","0","10872","2828","8044","11474","8610","0","","0","1562","","103","0","0","1","102","0","","0","0","0","0","0","","0","0","0","0","375",""
"1673","0","526452","0","1st Financial Bank USA","Dakota Dunes","SD","57049","6/30/2017","5/19/2019","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","499229","25759","524988","0","524988","12382","12382","11394","773","0","773","0","173","42","0","5665","1400","0","503646","501151","0","233","2262","1895","0","394","1367","134","0","643","0","14502","14475","11394","0","7713","0"
"6646","8805","480723","0","1st National Bank","Lebanon","OH","45036","6/30/2017","5/19/2019","N","730 East Main Street","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","114098","1036","115134","0","115134","111418","111418","11192","27930","11506","16424","7329","64967","0","","0","2719","","939","0","180","354","405","58","","58","0","0","0","0","","0","0","7221","3971","1184",""
"57633","0","1018927","4347208","1st Security Bank of Washington","Mountlake Terrac","WA","98043","6/30/2017","5/19/2019","SB","6920 220th St Sw, Suite 300","FS BANCORP, INC.","12","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","11/14/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","766365","10143","776508","1057","777565","471115","471115","119807","60736","28054","32682","42967","247605","0","","0","76630","0","190641","0","1271","386","188984","39179","","0","39179","0","0","24877","0","56","0","99893","19914","9507",""
"9087","10250","991340","1199602","1st Source Bank","South Bend","IN","46601","6/30/2017","5/19/2019","SM","100 North Michigan Street","1ST SOURCE CORPORATION","85","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","4305604","91914","4397518","0","4397518","1432733","1432733","54947","649758","384257","265501","36814","577344","113870","","31251","2583655","108584","128933","0","30211","44329","54393","220946","","2638","22515","195793","0","15320","0","355","0","4416","50531","62679",""
"57626","0","3223305","3223293","1st State Bank","Saginaw","MI","48604","6/30/2017","5/19/2019","NM","4800 Fashion Sq Blvd, # 100","1ST STATE FINANCIAL, LTD.","4","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststatebk.com","175432","2720","178152","19","178171","103497","103497","7335","71372","52739","18633","1267","23505","18","","0","72499","","1037","12","139","138","748","1138","","1129","9","0","0","0","","0","0","1520","5815","2608",""
"22543","14261","170640","3070152","1st State Bank of Mason City","Mason City","IL","62664","6/30/2017","5/19/2019","NM","123 West Elm Street","FIRSTATE BANCORP, INC.","1","0","0","7","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.1ststatebankmc.com","10905","153","11058","0","11058","6090","6090","0","763","227","536","0","4647","680","","1637","450","","2881","0","27","2044","810","0","","0","0","0","0","0","","0","0","0","0","153",""
"8426","10595","526519","1830240","1st Summit Bank","Johnstown","PA","15904","6/30/2017","5/19/2019","NM","125 Donald Lane","1ST SUMMIT BANCORP OF JOHNSTOWN, INC.","16","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.com","493040","5865","498905","0","498905","376118","376118","25347","105363","75371","29992","10382","233692","1334","","332","74345","0","29474","3266","1693","13874","10641","18637","","18445","192","0","0","0","0","1357","1357","5305","20042","5865",""
"57869","0","3309393","0","1st Trust Bank, Inc.","Hazard","KY","41701","6/30/2017","5/19/2019","NM","24 Commerce Drive","","5","0","0","4","0","Perry","","","12/13/2004","12/13/2004","10/15/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","190964","1369","192333","13","192346","147207","147207","13016","82933","70755","12178","5454","43686","2118","","656","37838","","5075","0","558","1225","3292","1569","","0","1569","0","0","0","","291","291","1953","11063","1369",""
"31249","6607","350572","4498726","1st United Bank","Faribault","MN","55021","6/30/2017","5/19/2019","NM","430 4th St Nw","J & B FINANCIAL HOLDINGS, INC.","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","WWW.1stunited.com","77429","216","77645","0","77645","52283","52283","6463","25032","22792","2240","878","16436","3474","","5794","15969","","3419","0","297","786","2336","180","","0","180","0","0","0","","522","522","3968","2495","216",""
"9751","0","340256","3304343","21st Century Bank","Loretto","MN","55357","6/30/2017","5/19/2019","NM","699 North Medina Street","DOLPHIN FAMILY LIMITED PARTNERSHIP","7","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","314119","1709","315828","0","315828","245194","245194","9701","139488","96988","42500","57373","37697","935","","485","68518","0","342","0","57","139","146","1289","","541","748","0","0","0","0","1892","1824","6046","3655","1709",""
"91005","0","455253","4754758","5Star Bank","Colorado Springs","CO","80914","6/30/2017","5/19/2019","NM","Peterson Air Force Base, 455","LITTLE LONDON BANCORP","4","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","130003","1325","131328","502","131830","115485","115485","14534","73770","37203","36567","3386","23635","160","","1472","13944","","851","0","23","235","593","78","","0","0","78","0","0","","821","821","4219","10315","1325",""
"27831","358","671370","0","A J Smith Federal Savings Bank","Midlothian","IL","60445","6/30/2017","5/19/2019","SA","14757 S Cicero Ave","","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","12/3/1934","1/23/2019","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","108282","837","109119","0","109119","109002","109002","0","4935","3451","1484","2031","102036","0","","0","24","","93","0","0","0","93","0","","0","0","0","0","24","","1700","497","0","0","837",""
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","6/30/2017","5/19/2019","NM","2815 Meredyth Drive","COMMUNITY CAPITAL BANCSHARES, INC.","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","132562","1906","134468","0","134468","94744","94744","2556","40056","21333","18723","5307","38963","7862","","5261","30198","","4231","0","2750","139","1342","34","","0","34","0","0","0","","941","711","886","1670","1615",""
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","6/30/2017","5/19/2019","SA","6 Bowery","","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","219259","2228","221487","22","221509","221339","221339","0","62296","1666","60630","38148","120895","0","","0","25","","145","142","0","0","3","0","","0","0","0","0","0","","1204","0","0","0","2114",""
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","6/30/2017","5/19/2019","SB","1212 Charity Street","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","41104","567","41671","0","41671","41592","41592","17199","0","0","0","0","24393","0","","0","0","","79","0","0","0","79","0","","0","0","0","0","0","","381","0","16229","970","557",""
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","6/30/2017","5/19/2019","SB","205 South Main St","","2","0","0","5","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","44322","742","45064","0","45064","42609","42609","951","5842","5801","41","683","35133","0","","0","1140","","623","0","29","240","354","692","","681","11","0","0","0","","706","42","579","372","475",""
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","6/30/2017","5/19/2019","NM","401 East Spruce Street","ABBY BANCORP, INC.","6","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","12/31/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","342846","4300","347146","0","347146","299430","299430","13975","103716","55436","48280","24045","90449","67245","","22813","15875","0","2259","0","75","716","1468","6769","","6751","18","0","0","0","0","822","400","6745","7230","4300",""
"11694","11442","4839","1143641","ABC Bank","Chicago","IL","60707","6/30/2017","5/19/2019","NM","6400 W. North Avenue","GREATER CHICAGO FINANCIAL CORP.","4","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/10/1891","1/1/1934","4/19/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","244015","4581","248596","0","248596","242548","242548","18056","132127","71227","60900","58790","33575","0","","0","4151","","1581","0","262","187","1132","316","","0","316","0","0","0","","11795","11537","9219","8837","3549",""
"26549","0","117672","0","Abington Bank","Abington","MA","2351","6/30/2017","5/19/2019","SM","6 Harrison Avenue","","2","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","2/12/1986","4/1/2017","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.theabingtonbank.com","175466","886","176352","0","176352","166977","166977","9528","56734","38806","17928","12140","88575","0","","0","7693","","1682","0","0","1421","261","0","","0","0","0","0","0","","1003","0","7214","2314","983",""
"19600","0","535753","2107707","Academy Bank, National Association","Kansas City","MO","64154","6/30/2017","5/19/2019","N","8551 N Boardwalk Avenue","DICKINSON FINANCIAL CORPORATION II","82","0","1","4","0","Platte","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","4/28/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","868610","11540","880150","0","880150","601725","601725","43894","389480","56689","332791","36771","128589","2991","","1922","221676","4975","15569","3511","40","1161","10857","39258","","11138","26912","1208","0","6118","0","6106","6009","8498","35396","11735",""
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","6/30/2017","5/19/2019","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","89204","1753","90957","0","90957","47811","47811","799","19540","157","19383","0","9789","17683","","32797","7245","","2831","0","0","1497","1334","273","","0","273","0","0","0","","0","0","799","0","1253",""
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","6/30/2017","5/19/2019","NM","8712 West Dodge Road","3MV BANCORP, INC.","9","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","WWW.ACCESSBANK.COM","399819","4223","404042","0","404042","291185","291185","46152","139777","69530","70247","26619","76942","1695","","2387","101861","3878","6281","0","559","616","5106","2328","","456","1872","0","0","1433","0","1170","1170","18072","28080","4223",""
"35189","0","2859903","3109904","Access National Bank","Reston","VA","20191","6/30/2017","5/19/2019","N","1800 Robert Fulton Drive, #","ACCESS NATIONAL CORPORATION","18","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/1/1999","12/1/1999","4/1/2017","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","","1948627","14671","1963298","0","1963298","1462006","1462006","123958","734431","402541","331890","35951","561009","6657","","24","476328","0","23568","0","13348","1182","9038","1372","","0","671","701","0","0","0","4633","3592","18536","105422","15433",""
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","6/30/2017","5/19/2019","NM","320 W Eagle Drive, # 100","ACCESS BANCORP, INC.","4","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://WWW.ACCESSBANKTX.COM","238286","2452","240738","0","240738","186434","186434","28610","98930","66921","32009","13985","41793","3116","","560","49544","","4116","500","19","1386","2211","84","","0","84","0","0","0","","0","0","11978","16632","2452",""
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","6/30/2017","5/19/2019","NM","16 Lincoln Square","ACNB CORPORATION","22","0","0","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","6/30/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.acnb.com","956805","14148","970953","0","970953","795405","795405","29475","270082","115949","154133","35166","426904","33778","","2006","58184","0","14323","0","5716","602","8005","101035","","89580","11455","0","0","0","0","3964","3964","10111","19364","10860",""
"18489","12279","463650","5006472","Adams Bank & Trust","Ogallala","NE","69153","6/30/2017","5/19/2019","SM","315 North Spruce Street","ADAGE, LLC","19","0","1","2","0","Keith","","","2/26/1962","2/26/1962","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.abtbank.com","656323","10628","666951","0","666951","403384","403384","30754","138013","69286","68727","27615","105970","101032","","162120","76877","","14159","0","1503","7382","5274","10411","","6117","4294","0","0","0","","1073","876","11112","19642","8543",""
"90140","12033","343903","0","Adams Community Bank","Adams","MA","1220","6/30/2017","5/19/2019","SB","2 Center Street","","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","www.adamscommunity.com","413765","3219","416984","0","416984","397192","397192","7358","34625","31155","3470","6478","348678","53","","0","10931","","8861","0","125","6134","2602","0","","0","0","0","0","27","","1850","0","3171","4187","3219",""
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","6/30/2017","5/19/2019","NM","401 N. Smith Avenue","FIRST KENESAW COMPANY","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.adamscountybank.net","101059","1005","102064","0","102064","41828","41828","1192","1949","1949","0","2247","7723","28717","","49300","8961","","1430","0","0","750","680","545","","0","545","0","0","0","","0","0","1192","0","1005",""
"32304","8120","312570","0","Adams County Building and Loan Company","West Union","OH","45693","6/30/2017","5/19/2019","SA","201 West Main Street","","2","0","0","2","0","Adams","","","1/22/1907","4/4/1985","4/20/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","14222","200","14422","0","14422","14422","14422","0","687","687","0","147","9785","3803","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","147",""
"58697","18056","3603765","4564724","Adams Dairy Bank","Blue Springs","MO","64014","6/30/2017","5/19/2019","NM","651 Ne Coronado Drive","ADAMS DAIRY BANCSHARES, INC.","1","0","0","4","0","Jackson","28140","Kansas City, MO-KS","1/3/2008","1/3/2008","5/4/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","90498","1008","91506","0","91506","86273","86273","2085","34722","7623","27099","11401","37709","356","","0","4422","","812","0","6","284","522","0","","0","0","0","0","0","","895","895","872","1213","1008",""
"9812","0","332756","0","Adams State Bank","Adams","NE","68301","6/30/2017","5/19/2019","NM","649 Main Street","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.adamsstate.com","31955","288","32243","0","32243","17087","17087","0","102","102","0","0","7918","9067","","10506","2581","","1868","0","0","1521","347","201","","0","0","201","0","0","","0","0","0","0","288",""
"28380","1473","101671","2467474","Adirondack Bank","Utica","NY","13501","6/30/2017","5/19/2019","SM","185 Genesee Street","ADIRONDACK BANCORP, INC.","18","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","479332","2884","482216","705","482921","365367","365367","4319","126216","71598","54618","10418","224414","0","","0","106266","0","11288","0","1304","2651","7333","0","","0","0","0","0","0","0","1735","484","1405","2914","2898",""
"27015","13964","541307","0","Admirals Bank","Boston","MA","2116","6/30/2017","5/19/2019","SA","579 Boylston Street","","2","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","12/31/2017","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.admiralsbank.com","253249","2117","255366","0","255366","197301","197301","465","103211","42680","60531","74635","18613","377","","0","5700","","52365","0","0","253","52112","0","","0","0","0","0","0","","2676","1210","0","465","2447",""
