cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"11706","12404","338945","1204083","1st Community Bank","Sherrard","IL","61281","3/31/2017","5/19/2019","NM","407 Third Street","ILLINOIS HOLDING CO.","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","10/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","44776","454","45230","0","45230","28274","28274","550","2805","2216","589","0","12648","12271","","8985","6403","","1507","0","15","961","531","61","","52","9","0","0","0","","0","0","221","329","454",""
"27552","10064","1412619","2784920","1st Constitution Bank","Cranbury","NJ","8512","3/31/2017","5/19/2019","NM","2650 Route 130","1ST CONSTITUTION BANCORP","18","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","4/10/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.1stconstitution.com","672221","7550","679771","0","679771","463397","463397","107452","267681","126683","140998","11011","77253","0","","0","212571","0","1093","0","0","428","665","2710","","0","0","2710","0","0","0","3186","3186","96391","11061","7550",""
"34393","0","2531562","2531553","1st Equity Bank","Skokie","IL","60076","3/31/2017","5/19/2019","NM","3956 West Dempster Street","FIRST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.1stequitybank.net","81376","1040","82416","0","82416","68037","68037","577","23985","10127","13858","20218","23257","0","","0","14327","","52","0","0","0","52","0","","0","0","0","0","0","","1203","1051","577","0","955",""
"57611","0","3203996","3203987","1st Equity Bank Northwest","Buffalo Grove","IL","60089","3/31/2017","5/19/2019","NM","1330 Dundee Road","NORTHWEST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","30689","410","31099","5","31104","29234","29234","0","10914","2801","8113","10728","7592","0","","0","1764","","106","0","0","2","104","0","","0","0","0","0","0","","0","0","0","0","364",""
"1673","0","526452","0","1st Financial Bank USA","Dakota Dunes","SD","57049","3/31/2017","5/19/2019","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","498419","25517","523936","0","523936","10509","10509","9417","872","0","872","0","178","42","0","4971","872","0","505650","503213","0","266","2171","1934","0","487","1312","135","0","626","0","12585","12556","9417","0","7542","0"
"6646","8805","480723","0","1st National Bank","Lebanon","OH","45036","3/31/2017","5/19/2019","N","730 East Main Street","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","111676","1016","112692","0","112692","108013","108013","10460","23430","10767","12663","7641","66482","0","","0","3700","","919","0","185","356","378","60","","60","0","0","0","0","","0","0","6977","3483","1156",""
"57633","0","1018927","4347208","1st Security Bank of Washington","Mountlake Terrac","WA","98043","3/31/2017","5/19/2019","SB","6920 220th St Sw, Suite 300","FS BANCORP, INC.","12","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","11/14/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","657852","10147","667999","1925","669924","415297","415297","104935","58932","28451","30481","37006","214424","0","","0","49912","0","178224","0","1158","376","176690","26491","","0","26491","0","0","23030","0","56","0","90709","14226","8678",""
"9087","10250","991340","1199602","1st Source Bank","South Bend","IN","46601","3/31/2017","5/19/2019","SM","100 North Michigan Street","1ST SOURCE CORPORATION","84","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","4153153","90118","4243271","0","4243271","1421974","1421974","64681","644907","373915","270992","37164","567959","107263","","24276","2441557","107725","127999","0","30347","42556","55096","227465","","2939","29354","195172","0","15868","0","357","0","4058","60623","60209",""
"57626","0","3223305","3223293","1st State Bank","Saginaw","MI","48604","3/31/2017","5/19/2019","NM","4800 Fashion Sq Blvd, # 100","1ST STATE FINANCIAL, LTD.","4","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststatebk.com","170741","2683","173424","22","173446","99579","99579","11529","65202","46311","18891","913","21918","17","","0","71499","","1161","11","252","104","794","1207","","1129","78","0","0","0","","0","0","1190","10339","2555",""
"22543","14261","170640","3070152","1st State Bank of Mason City","Mason City","IL","62664","3/31/2017","5/19/2019","NM","123 West Elm Street","FIRSTATE BANCORP, INC.","1","0","0","7","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.1ststatebankmc.com","11041","149","11190","0","11190","6224","6224","0","787","350","437","0","4747","690","","1645","355","","2966","0","59","2099","808","0","","0","0","0","0","0","","0","0","0","0","149",""
"8426","10595","526519","1830240","1st Summit Bank","Johnstown","PA","15904","3/31/2017","5/19/2019","NM","125 Donald Lane","1ST SUMMIT BANCORP OF JOHNSTOWN, INC.","16","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.com","486348","6261","492609","0","492609","370642","370642","20887","103317","73065","30252","10533","234556","1349","","330","75745","0","28525","3177","1645","13432","10271","17367","","17166","201","0","0","0","0","1409","1409","3221","17666","6261",""
"57869","0","3309393","0","1st Trust Bank, Inc.","Hazard","KY","41701","3/31/2017","5/19/2019","NM","24 Commerce Drive","","4","0","0","4","0","Perry","","","12/13/2004","12/13/2004","10/15/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","188920","1724","190644","14","190658","135056","135056","11859","77224","75673","1551","7206","37339","1428","","673","49107","","4478","0","232","1182","3064","1344","","0","1344","0","0","0","","293","293","1985","9874","1724",""
"31249","6607","350572","4498726","1st United Bank","Faribault","MN","55021","3/31/2017","5/19/2019","NM","430 4th St Nw","J & B FINANCIAL HOLDINGS, INC.","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","WWW.1stunited.com","72150","783","72933","0","72933","51846","51846","4235","25718","23354","2364","883","17071","3939","","6024","12488","","2415","0","482","822","1111","160","","0","160","0","0","0","","180","0","2706","1529","783",""
"9751","0","340256","3304343","21st Century Bank","Loretto","MN","55357","3/31/2017","5/19/2019","NM","699 North Medina Street","DOLPHIN FAMILY LIMITED PARTNERSHIP","7","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","302115","1634","303749","0","303749","239042","239042","12482","136693","98813","37880","52146","36764","957","","382","62929","0","353","0","56","130","167","1043","","277","766","0","0","0","0","1895","1825","9113","3369","1634",""
"91005","0","455253","4754758","5Star Bank","Colorado Springs","CO","80914","3/31/2017","5/19/2019","NM","Peterson Air Force Base, 455","LITTLE LONDON BANCORP","4","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","129583","1250","130833","533","131366","115625","115625","17597","71140","36697","34443","3413","23315","160","","1223","13840","","535","0","47","220","268","142","","0","4","138","0","0","","944","944","6347","11250","1250",""
"27831","358","671370","0","A J Smith Federal Savings Bank","Midlothian","IL","60445","3/31/2017","5/19/2019","SA","14757 S Cicero Ave","","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","12/3/1934","1/23/2019","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","110421","833","111254","0","111254","111133","111133","0","4977","3482","1495","2054","104102","0","","0","27","","94","0","0","0","94","0","","0","0","0","0","27","","1994","499","0","0","833",""
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","3/31/2017","5/19/2019","NM","2815 Meredyth Drive","COMMUNITY CAPITAL BANCSHARES, INC.","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","128632","1902","130534","0","130534","90652","90652","2703","39879","21144","18735","3984","35925","8161","","4340","31247","","4268","0","2744","121","1403","27","","0","27","0","0","0","","952","719","630","2073","1562",""
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","3/31/2017","5/19/2019","SA","6 Bowery","","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","201576","2104","203680","22","203702","203538","203538","0","66866","957","65909","33684","102988","0","","0","25","","139","139","0","0","0","0","","0","0","0","0","0","","1217","0","0","0","1974",""
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","3/31/2017","5/19/2019","SB","1212 Charity Street","","1","0","0","8","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","38729","567","39296","0","39296","39191","39191","15618","0","0","0","0","23573","0","","0","0","","105","0","0","0","105","0","","0","0","0","0","0","","324","0","14434","1184","517",""
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","3/31/2017","5/19/2019","SB","205 South Main St","","2","0","0","8","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","43965","734","44699","0","44699","42362","42362","2136","5821","5780","41","503","33902","0","","0","1019","","627","0","35","191","401","691","","681","10","0","0","0","","917","42","1654","482","478",""
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","3/31/2017","5/19/2019","NM","401 East Spruce Street","ABBY BANCORP, INC.","6","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","12/31/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","332507","4187","336694","0","336694","289073","289073","12078","100387","50963","49424","23494","87954","65160","","23207","15392","0","2260","0","71","767","1422","6762","","6755","7","0","0","0","0","514","111","5393","6685","4187",""
"11694","11442","4839","1143641","ABC Bank","Chicago","IL","60644","3/31/2017","5/19/2019","NM","5645 West Lake Street","GREATER CHICAGO FINANCIAL CORP.","5","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/10/1891","1/1/1934","6/2/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","238305","4981","243286","0","243286","236178","236178","14517","134406","72495","61911","52610","34645","0","","0","4103","","1832","0","262","221","1349","1173","","0","1173","0","0","0","","13243","12753","8209","6308","3291",""
"26549","0","117672","0","Abington Bank","Abington","MA","2351","3/31/2017","5/19/2019","SM","6 Harrison Avenue","","1","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","2/12/1986","3/31/2017","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.theabingtonbank.com","97931","873","98804","0","98804","96823","96823","7716","19484","10186","9298","9586","60037","0","","0","1830","","151","0","0","38","113","0","","0","0","0","0","0","","983","0","5846","1870","970",""
"19600","0","535753","2107707","Academy Bank, National Association","Colorado Springs","CO","80920","3/31/2017","5/19/2019","N","2835 Briargate Boulevard","DICKINSON FINANCIAL CORPORATION II","79","0","1","4","0","El Paso","17820","Colorado Springs, CO","6/15/1966","6/15/1966","4/27/2017","Stock","0","0","OCC","DIF","Dallas","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","0","www.academybank.com","764907","11310","776217","0","776217","554433","554433","48253","373131","59401","313730","32300","100596","153","","0","185742","4988","12703","3354","24","1","9324","23339","","0","22090","1249","0","4357","0","10918","10851","1102","47151","10597",""
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","3/31/2017","5/19/2019","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","94745","1629","96374","0","96374","50536","50536","1055","18996","164","18832","0","10077","20408","","33424","9027","","2805","0","0","1581","1224","582","","0","582","0","0","0","","0","0","1055","0","1314",""
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","3/31/2017","5/19/2019","NM","8712 West Dodge Road","3MV BANCORP, INC.","5","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/5/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","WWW.ACCESSBANK.COM","262559","3820","266379","0","266379","176269","176269","22553","90752","34492","56260","25327","36389","1248","","1686","80852","","5523","0","241","252","5030","2049","","0","2049","0","0","274","","0","0","9750","12803","3820",""
"35189","0","2859903","3109904","Access National Bank","Reston","VA","20191","3/31/2017","5/19/2019","N","1800 Robert Fulton Drive, #","ACCESS NATIONAL CORPORATION","6","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/1/1999","12/1/1999","3/31/2017","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","1095363","13727","1109090","2550","1111640","809597","809597","91996","455634","263016","192618","11202","248428","2337","","0","293873","0","6835","0","1581","12","5242","1336","","0","636","700","0","0","0","1128","955","19922","72074","14402",""
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","3/31/2017","5/19/2019","NM","320 W Eagle Drive, # 100","ACCESS BANCORP, INC.","4","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://WWW.ACCESSBANKTX.COM","240475","2148","242623","0","242623","189746","189746","30072","99894","67523","32371","14638","42301","2841","","829","47789","","4178","497","20","1400","2261","81","","0","81","0","0","0","","0","0","13777","16295","2148",""
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","3/31/2017","5/19/2019","NM","16 Lincoln Square","ACNB CORPORATION","22","0","0","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","6/30/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.acnb.com","938797","14145","952942","0","952942","775469","775469","24582","271625","118727","152898","34829","415247","29186","","1562","57762","0","14476","0","5865","626","7985","103673","","92076","11597","0","0","0","0","7397","7128","9874","14708","10694",""
"18489","12279","463650","5006472","Adams Bank & Trust","Ogallala","NE","69153","3/31/2017","5/19/2019","SM","315 North Spruce Street","ADAGE, LLC","19","0","1","2","0","Keith","","","2/26/1962","2/26/1962","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.abtbank.com","618345","10328","628673","0","628673","386665","386665","26558","136111","66819","69292","26393","101578","96025","","146171","71720","","13638","0","1483","7305","4850","10479","","6082","4397","0","0","0","","1080","882","10683","15875","8000",""
"90140","12033","343903","0","Adams Community Bank","Adams","MA","1220","3/31/2017","5/19/2019","SB","2 Center Street","","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","www.adamscommunity.com","398875","3100","401975","0","401975","382355","382355","6417","31586","28300","3286","6177","338121","54","","0","10760","","8860","0","123","6257","2480","0","","0","0","0","0","28","","2107","0","3016","3401","3100",""
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","3/31/2017","5/19/2019","NM","401 N. Smith Avenue","FIRST KENESAW COMPANY","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.adamscountybank.net","95171","1004","96175","0","96175","41518","41518","914","1998","1998","0","2311","7921","28374","","43586","8860","","1590","0","0","691","899","621","","0","621","0","0","0","","0","0","914","0","1004",""
"32304","8120","312570","0","Adams County Building and Loan Company","West Union","OH","45693","3/31/2017","5/19/2019","SA","201 West Main Street","","2","0","0","2","0","Adams","","","1/22/1907","4/4/1985","4/20/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","14079","200","14279","0","14279","14279","14279","0","697","697","0","148","9612","3822","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","200",""
"58697","18056","3603765","4564724","Adams Dairy Bank","Blue Springs","MO","64014","3/31/2017","5/19/2019","NM","651 Ne Coronado Drive","ADAMS DAIRY BANCSHARES, INC.","1","0","0","4","0","Jackson","28140","Kansas City, MO-KS","1/3/2008","1/3/2008","5/4/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","85875","993","86868","0","86868","81146","81146","3601","30063","8073","21990","11038","36054","390","","0","4916","","803","0","4","308","491","4","","0","4","0","0","0","","907","907","1291","2310","993",""
"9812","0","332756","0","Adams State Bank","Adams","NE","68301","3/31/2017","5/19/2019","NM","649 Main Street","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.adamsstate.com","31862","288","32150","0","32150","17311","17311","0","105","105","0","0","8179","9027","","10000","2737","","1893","0","0","1552","341","209","","0","0","209","0","0","","0","0","0","0","288",""
"28380","1473","101671","2467474","Adirondack Bank","Utica","NY","13501","3/31/2017","5/19/2019","SM","185 Genesee Street","ADIRONDACK BANCORP, INC.","18","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","473856","3148","477004","669","477673","357264","357264","4028","121728","70568","51160","10685","220823","0","","0","109210","0","11199","0","1362","2516","7321","0","","0","0","0","0","0","0","1776","498","1436","2592","3170",""
"27015","13964","541307","0","Admirals Bank","Boston","MA","2116","3/31/2017","5/19/2019","SA","579 Boylston Street","","2","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","12/31/2017","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.admiralsbank.com","268979","1674","270653","0","270653","213382","213382","492","107058","44356","62702","88874","16558","400","","0","5919","0","51352","0","0","423","50929","0","","0","0","0","0","0","0","2716","1226","0","492","1872",""
